501,1001,7,Atlanta,01-FEB-2004
502,1001,7,Chicago,01-FEB-2004
503,1001,7,Orlando,01-FEB-2004
504,1002,7,Atlanta,01-FEB-2004
505,1002,7,Chicago,01-FEB-2004
506,1002,7,Orlando,01-FEB-2004
507,1003,7,Atlanta,01-FEB-2004
508,1003,7,Chicago,01-FEB-2004
509,1003,7,Orlando,01-FEB-2004
510,1004,7,Atlanta,01-FEB-2004
511,1004,7,Chicago,01-FEB-2004
512,1004,7,Orlando,01-FEB-2004
513,1005,7,Atlanta,01-FEB-2004
514,1005,7,Chicago,01-FEB-2004
515,1005,7,Orlando,01-FEB-2004
516,1006,7,Atlanta,01-FEB-2004
517,1006,7,Chicago,01-FEB-2004
518,1006,7,Orlando,01-FEB-2004
519,1007,7,Chicago,01-FEB-2004
520,1007,7,Orlando,01-FEB-2004
521,1007,7,Atlanta,01-FEB-2004
522,1008,7,Chicago,01-FEB-2004
523,1008,7,Orlando,01-FEB-2004
524,1008,7,Atlanta,01-FEB-2004
525,1009,7,Chicago,01-FEB-2004
526,1009,7,Orlando,01-FEB-2004
527,1009,7,Atlanta,01-FEB-2004
528,1010,7,Chicago,01-FEB-2004
529,1010,7,Orlando,01-FEB-2004
530,1010,7,Atlanta,01-FEB-2004
531,1010,7,Chicago,01-FEB-2004
532,1011,7,Orlando,01-FEB-2004
533,1011,7,Atlanta,01-FEB-2004
534,1012,7,Chicago,01-FEB-2004
535,1012,7,Orlando,01-FEB-2004
536,1012,7,Atlanta,01-FEB-2004
537,1013,7,Chicago,01-FEB-2004
538,1013,7,Orlando,01-FEB-2004
539,1014,7,Atlanta,01-FEB-2004
540,1014,7,Chicago,01-FEB-2004
541,1015,7,Atlanta,01-FEB-2004
542,1015,7,Chicago,01-FEB-2004
543,1015,7,Orlando,01-FEB-2004
544,1016,7,Atlanta,01-FEB-2004
545,1016,7,Chicago,01-FEB-2004
546,1016,7,Orlando,01-FEB-2004
547,1017,7,Atlanta,01-FEB-2004
548,1017,7,Chicago,01-FEB-2004
549,1017,7,Orlando,01-FEB-2004
550,1018,7,Atlanta,01-FEB-2004
551,1018,7,Chicago,01-FEB-2004
552,1018,7,Orlando,01-FEB-2004
553,1019,7,Atlanta,01-FEB-2004
554,1019,7,Chicago,01-FEB-2004
555,1019,7,Orlando,01-FEB-2004
556,1020,7,Atlanta,01-FEB-2004
557,1020,7,Chicago,01-FEB-2004
558,1020,7,Orlando,01-FEB-2004
559,1021,7,Chicago,01-FEB-2004
560,1021,7,Orlando,01-FEB-2004
561,1021,7,Atlanta,01-FEB-2004
562,1022,7,Chicago,01-FEB-2004
563,1022,7,Orlando,01-FEB-2004
564,1022,7,Atlanta,01-FEB-2004
565,1023,7,Chicago,01-FEB-2004
566,1023,7,Orlando,01-FEB-2004
567,1023,7,Atlanta,01-FEB-2004
568,1024,7,Chicago,01-FEB-2004
569,1024,7,Orlando,01-FEB-2004
570,1024,7,Atlanta,01-FEB-2004
571,1025,7,Chicago,01-FEB-2004
572,1025,7,Orlando,01-FEB-2004
573,1025,7,Atlanta,01-FEB-2004
574,1026,7,Chicago,01-FEB-2004
575,1026,7,Orlando,01-FEB-2004
576,1026,7,Atlanta,01-FEB-2004
577,1027,7,Chicago,01-FEB-2004
578,1027,7,Orlando,01-FEB-2004
579,1027,7,Atlanta,01-FEB-2004
580,1028,7,Chicago,01-FEB-2004
581,1029,7,Orlando,01-FEB-2004
582,1029,7,Atlanta,01-FEB-2004
583,1030,7,Chicago,01-FEB-2004
